Culture,Criticality,Criticality Modifier,Initial Known,InterDependency,Dynamism,Size,Plan,Team Size,Cost-,Score:,Completion+,Idle-
0.167617108,1.070966623,7,0.825119065,94,2,0,2,19,496.6846275,0.931651972,0.909090909,0.5
0.186650105,1.117078547,7,0.919948915,93,4,0,0,12,520.0830227,0.981735431,0.666666667,0
0.117419055,0.858587786,6,0.90312133,89,3,1,1,10,545.1815725,0.925398866,0.928571429,0.518518519
0.164046112,1.211190178,5,0.947281192,85,3,0,1,16,516.4570369,0.931133094,0.882352941,0.0625
0.188557414,1.214586666,4,0.775142643,91,9,1,2,18,476.1197718,0.952210375,0.434782609,0
0.193984453,1.162507652,4,0.740151089,84,8,0,3,17,313.66136,0.911485398,0.866666667,0
0.151965839,1.171643511,2,0.936267292,97,2,0,2,11,134.5448924,0.989105425,0.888888889,0.2
0.149603591,1.107537753,3,0.770323225,97,2,1,4,11,301.7774292,0.955256936,1,0.505617978
0.183263337,1.13326266,7,0.699055503,95,2,0,3,19,467.1749775,0.976555873,0.928571429,0.1875
0.164548452,1.246876521,6,0.936808199,87,8,1,3,14,956.2168983,0.867002754,1,0.388888889
0.13154344,1.124317215,6,0.764522129,81,5,1,0,19,657.4839318,0.915326019,0.954545455,0.363636364
0.120597928,1.122785012,4,0.729983597,88,8,0,3,19,242.6786994,0.924656308,0.84375,0
0.130452772,1.011553721,5,0.860770532,94,6,0,0,13,226.565339,0.825413778,0.875,0.5625
0.110734419,0.861727774,3,0.622339618,97,9,1,2,17,219.3902518,0.866630528,0.927536232,0.452991453
0.106873748,1.202726993,7,0.716954549,96,4,0,0,16,425.827002,0.982798685,0.8,0
0.171122367,0.923145462,5,0.681300657,80,2,1,2,18,455.081291,0.985003041,0.892857143,0
0.172074852,1.039271738,7,0.630590854,88,4,1,0,13,681.2192451,0.939595782,0.977777778,0.3125
0.191882634,1.207054054,3,0.741875502,97,6,0,1,17,244.1070023,0.885377748,1,0.5625
0.121862054,1.019751291,6,0.847063336,87,4,0,1,18,309.3734798,0.94303479,0.888888889,0.567567568
0.123529058,0.888867363,3,0.878453584,85,1,1,4,10,258.8091166,0.962203255,0.935483871,0.382978723
0.199595263,1.20462654,4,0.667966278,89,4,0,2,19,343.8265692,0.927330799,0.9,0.181818182
0.174734116,1.071379435,5,0.643059138,84,3,1,4,12,545.3655094,0.881206232,0.970588235,0.507462687
0.17315855,1.095647378,2,0.887096238,83,3,1,0,10,170.3005891,0.943791716,0.867924528,0.08
0.121173743,1.24371884,4,0.947623162,85,6,1,0,18,494.8017851,0.935716553,0.936507937,0.253164557
0.192100447,1.222607454,6,0.679265535,94,2,1,0,12,749.2102451,0.963442616,0.954545455,0.363636364
0.135547383,1.028952793,7,0.66057803,85,5,0,2,17,483.1304064,0.891424503,1,0.291666667
0.109494556,1.035623138,7,0.638542955,97,2,0,3,15,429.0472344,0.986980212,0.909090909,0.230769231
0.156658638,0.909599843,7,0.709301347,80,6,0,4,13,354.5741884,0.965661276,0.888888889,0
0.173935587,1.12477126,7,0.701635587,85,9,1,2,11,597.0726578,0.915267569,0.524590164,0
0.11619949,1.146663592,3,0.841609349,81,7,1,0,12,278.393483,0.94689016,0.693877551,0
0.182100593,0.894453279,3,0.817703105,85,9,1,4,17,224.0081503,0.800590403,0.976190476,0.293103448
0.129710064,1.005662373,2,0.601402588,85,1,0,3,19,97.06198791,0.957789329,1,0.411764706
0.187173833,0.874394319,4,0.871083292,85,8,0,1,14,184.5652084,0.820540302,0.875,0.461538462
0.123744222,0.855666851,6,0.876200538,83,3,0,3,14,222.1199073,0.930582823,0.88372093,0.24
0.148237642,0.891284579,5,0.702288532,99,7,0,0,14,351.6469356,0.9532558,0.8,0
0.115539885,1.06014327,6,0.715614902,84,2,1,0,17,607.6081104,0.972454401,0.942857143,0.410714286
0.165895469,1.23109431,2,0.888953095,93,9,0,2,16,111.7427225,0.868667659,0.730769231,0
0.199816919,0.904037119,5,0.649670306,84,1,0,4,16,243.0263279,0.92771875,0.846153846,0.083333333
0.197992754,0.99273305,7,0.913701902,85,3,0,4,19,233.6851626,0.904213874,1,0.5
0.149406519,0.882641852,3,0.732763879,98,1,1,3,14,182.7090229,0.950759483,0.873015873,0.035087719
0.178343639,1.000971156,2,0.638248677,93,3,0,0,18,137.8245641,0.887883421,0.846153846,0.266666667
0.108112223,0.861853135,6,0.603966674,84,5,0,1,11,261.2619702,0.923056525,0.888888889,0.636363636
0.143337652,1.185878969,4,0.696879595,94,4,0,0,10,222.7384106,0.976023662,0.707692308,0
0.164092542,0.910597571,2,0.818059605,87,4,0,2,19,87.42151448,0.937333414,0.857142857,0.454545455
0.198228726,1.012427591,3,0.669171606,80,1,0,0,15,195.6316282,0.915917338,0.857142857,0.538461538
0.15800937,1.16566203,3,0.807490585,94,7,1,3,10,422.694157,0.913329338,0.825,0.153846154
0.196368522,1.132444951,3,0.830065099,92,9,1,3,13,308.5520442,0.855863095,0.918367347,0.328358209
0.110953075,0.916224426,2,0.666559496,83,9,1,0,12,134.6746235,0.95367298,0.679245283,0
0.148829137,0.925478574,4,0.681627548,87,7,0,1,13,147.6739911,0.906490598,0.833333333,0.5
0.127460958,1.041487244,4,0.939403746,85,7,0,1,16,291.7705687,0.893748729,0.857142857,0.333333333
0.102114257,0.91938724,3,0.689002114,80,3,1,0,10,199.7389869,0.962332248,0.911764706,0.326086957
0.167229775,1.042305841,2,0.725870906,89,8,1,1,11,160.3132878,0.871294919,0.851351351,0.442477876
0.11021174,1.03487686,2,0.755923011,93,7,1,2,14,196.5735038,0.94380054,0.818181818,0
0.197734592,1.253789315,2,0.789577919,99,8,1,1,18,201.1155355,0.869868805,0.878787879,0.205479452
0.15576995,1.257503498,7,0.715745712,98,6,0,4,10,702.0795866,0.920567708,0.846153846,0.153846154
0.175861827,0.964144176,3,0.806160776,81,7,0,0,18,185.8083929,0.953919954,0.764705882,0
0.138367694,0.929676287,2,0.797918189,97,9,0,2,15,130.0032459,0.899702549,0.428571429,0
0.150320591,1.088786903,2,0.681470856,80,6,1,2,15,183.9827484,0.928172735,0.916666667,0.345238095
0.145060495,1.167489208,2,0.947353621,83,5,0,4,13,101.2023504,0.955692786,0.875,0.125
0.151787213,0.989857485,3,0.788177781,93,7,0,2,12,107.9331587,0.969881219,0.888888889,0.111111111
0.16177193,0.858603735,6,0.720193975,80,6,1,2,19,486.873491,0.913718363,0.931818182,0.088888889
0.123044245,1.033453217,5,0.665405385,81,4,0,3,18,267.3289753,0.963736236,1,0.310344828
0.179827002,1.249504784,3,0.611664758,84,2,0,1,10,231.4037635,0.976059875,0.866666667,0.133333333
0.152259304,1.037635439,3,0.757862293,82,1,1,0,12,251.3442681,0.952164972,0.879310345,0.089285714
0.147959872,1.02310546,4,0.668280396,93,6,0,0,18,254.0527287,0.886851106,1,0.333333333
0.19809924,1.189577366,4,0.830040136,88,2,1,1,19,498.7648596,0.953002831,0.916666667,0.597560976
0.123888231,0.890916008,7,0.742806,80,7,0,1,19,287.525929,0.893922964,1,0.428571429
0.124850047,1.034567184,6,0.817965089,94,2,0,2,10,313.4447017,0.974698328,0.933333333,0.333333333
0.119914551,0.985787229,7,0.806334795,94,6,0,0,10,405.7334769,0.954925914,0.928571429,0.071428571
0.129400268,0.840483411,6,0.740667663,97,8,1,0,13,355.4650782,0.909701407,0.96,0.186440678
0.197742627,0.870358303,2,0.928288125,85,2,1,0,11,142.6345673,0.976263238,0.739726027,0.052631579
0.123969583,0.978169668,6,0.819622147,90,5,1,3,19,500.400211,0.955913979,0.923076923,0.027027027
0.100755733,1.15972966,6,0.654183014,81,5,1,2,18,699.7275382,0.937828966,0.853658537,0.230769231
0.101495835,1.009430197,3,0.804480106,85,3,0,4,12,108.7346326,0.97446254,1,0
0.168363885,0.853597955,3,0.863681071,84,4,0,4,10,123.0900786,0.904194623,1,0.4375
0.182397089,1.18724391,4,0.637586332,97,8,0,0,19,321.9608034,0.902413273,0.882352941,0
0.182396282,1.009269758,7,0.935700456,96,5,0,2,16,464.952098,0.903010482,0.9,0.181818182
0.186018538,0.954322105,2,0.836977743,84,6,0,2,12,125.6913399,0.861452222,0.857142857,0.5
0.123675105,0.94379382,2,0.944983536,97,9,0,2,14,118.1230568,0.950178598,0.736842105,0
0.168300176,1.092888672,4,0.683227144,87,7,0,1,15,266.6119679,0.899080327,0.833333333,0.285714286
0.107737696,1.051326205,2,0.914985329,97,1,1,3,15,221.1783281,0.950630395,0.926829268,0.472222222
0.147866545,1.246418158,4,0.837508265,93,2,1,4,17,455.2111525,0.97550327,0.898305085,0.242857143
0.139084609,0.866080218,3,0.795184746,90,5,1,3,16,197.7969872,0.938637588,0.897435897,0.027777778
0.128244125,1.035680823,7,0.659500972,82,9,1,0,18,741.6693258,0.869628073,0.958333333,0.386666667
0.117307632,1.124808194,5,0.784819759,81,3,0,2,10,441.5418264,0.969118389,0.727272727,0
0.117431083,0.825480689,4,0.695786929,87,8,1,3,14,276.5263003,0.917444663,0.942857143,0.34
0.194143254,0.935963144,3,0.677630891,86,6,1,3,17,229.5616405,0.869306577,1,0.436363636
0.178728548,1.256458822,5,0.70657887,99,9,1,3,14,797.8691893,0.83822656,0.945945946,0.461538462
0.152612422,1.177119936,6,0.871990968,91,5,0,1,11,472.8877424,0.936365881,0.909090909,0.375
0.14160981,0.86194895,6,0.742049677,93,2,0,0,18,279.0641242,0.948513612,1,0.5625
0.10963509,0.857246036,6,0.806986949,92,5,1,2,15,339.286974,0.966179674,0.671428571,0
0.135856853,1.024286323,4,0.60564024,88,8,1,3,17,402.0074217,0.877993615,0.958333333,0.333333333
0.166508727,1.15227255,6,0.702262115,86,9,0,1,17,596.0163974,0.926387128,0.375,0
0.176614869,1.145125361,2,0.660486002,97,4,0,4,14,79.00958065,0.945206471,0.818181818,0
0.100293162,0.953699595,6,0.78997048,90,9,1,1,10,471.5324384,0.891560615,0.951219512,0.48
0.107169069,0.980522118,4,0.86634444,92,2,0,3,11,226.7386744,0.989784715,0.9,0.4375
0.11694442,1.023559717,6,0.665660964,96,8,1,2,12,627.0059293,0.930277874,0.9375,0.333333333
0.147172206,1.024535885,5,0.627275782,80,7,1,1,12,606.2776169,0.875249221,0.928571429,0.653333333
0.145438385,0.99580548,4,0.663999206,81,8,0,1,15,314.3779992,0.939407092,0.846153846,0
0.164154444,0.891931596,3,0.819738777,94,4,0,0,12,247.1703639,0.874293673,1,0.416666667
0.113241899,1.04030115,3,0.637085053,80,5,0,4,13,99.4407797,0.841973055,0.857142857,0.571428571
0.14350835,1.247717512,4,0.907311707,85,4,1,1,11,511.4203711,0.955484176,0.897959184,0.333333333
0.15874111,0.890749058,4,0.779937921,93,9,1,4,19,332.7883175,0.944233711,0.510204082,0
0.158854975,1.113443554,4,0.782388939,91,3,0,1,15,283.4322836,0.963250096,0.785714286,0
0.146706184,0.989986029,6,0.856039466,86,3,1,3,10,444.087457,0.924887777,0.913043478,0.336842105
0.103517584,1.219475842,2,0.782404772,95,9,0,3,14,133.2592831,0.906296143,0.888888889,0.529411765
0.142000072,0.98360492,5,0.698192273,99,6,1,1,11,410.0105784,0.971841968,0.56097561,0
0.104717901,1.045971408,2,0.721774763,97,8,1,1,14,181.4025155,0.958797839,0.8125,0
0.177075226,1.057136767,7,0.760231562,82,9,1,1,12,709.9006246,0.848671123,0.914285714,0.492063492
0.139446751,0.872524619,2,0.900530986,80,8,0,1,16,129.8871923,0.850735677,0.8125,0.434782609
0.193197723,1.066075321,5,0.697523904,86,9,1,4,16,373.7226589,0.915482004,0.701030928,0
0.171435129,1.227099562,5,0.91251463,95,2,1,1,18,684.1962778,0.963010345,0.916666667,0.507462687
0.174143621,0.856843604,7,0.810792939,85,9,1,3,11,441.2076861,0.902299481,0.888888889,0.314285714
0.179280827,1.018725912,5,0.638451137,88,4,0,3,17,318.5234544,0.914691764,0.909090909,0.565217391
0.13905678,0.880875803,7,0.681930497,98,8,0,0,14,293.3799135,0.878641243,0.916666667,0.45
0.166250949,0.958685161,2,0.870149467,86,3,1,1,19,169.879948,0.932155241,0.891891892,0.547945205
0.175358706,0.985245644,3,0.92707358,89,6,0,0,13,200.824034,0.860942072,1,0.555555556
0.110021761,0.991707491,3,0.608796609,89,2,1,1,18,296.021075,0.974730276,0.944444444,0.552631579
0.143349595,0.954959463,6,0.642219656,93,2,1,0,17,457.5709945,0.987956726,0.833333333,0
0.155135995,0.867307748,2,0.895188725,83,2,1,3,15,135.6303717,0.970359409,0.905405405,0.106666667
0.167815831,1.160000655,6,0.930610912,80,2,1,4,13,549.713464,0.977155433,0.948717949,0.119047619
0.159878479,1.057326212,2,0.747701389,98,2,0,3,12,121.0298472,0.995759009,0.709677419,0
0.133611263,0.851664124,2,0.64628303,87,7,0,0,10,104.2717047,0.914934073,0.928571429,0.277777778
0.165738048,1.170979659,2,0.7112503,89,4,0,1,15,108.3355679,0.96420905,0.9,0.181818182
0.18075511,0.994433392,4,0.91818348,86,3,1,4,13,318.4422379,0.886476423,0.98,0.455555556
0.148337936,0.939648151,7,0.792439616,95,5,1,3,12,634.7480769,0.960050371,0.825,0
0.115971387,1.237080494,6,0.924117936,95,9,0,2,14,415.5298592,0.880319876,0.8,0.333333333
0.14506517,1.155184003,4,0.785918037,93,6,1,1,10,406.4176072,0.953729216,0.75,0.12195122
0.122702351,1.093340055,4,0.847913203,81,1,1,1,14,461.9734146,0.961112405,0.975,0.5125
0.126650117,1.042253571,2,0.871239618,84,5,0,2,15,94.51047556,1,0.1,0
0.100787963,1.121842401,5,0.725951064,85,3,0,2,10,350.7145011,0.936237392,0.962962963,0.365853659
0.162888802,1.250624301,7,0.742137162,92,8,1,2,16,1021.641791,0.933089987,0.833333333,0.047619048
0.170350464,1.17004122,3,0.924814048,89,6,1,1,17,420.2860248,0.944964975,0.529411765,0
0.190707391,1.102392253,2,0.752129825,94,1,0,1,14,164.4542092,0.924897533,1,0.555555556
0.17695004,1.033465452,6,0.72663809,98,1,0,4,18,390.371653,0.923464878,0.9,0.5
0.148748022,0.910197078,2,0.732279769,87,8,0,0,14,96.32641567,0.959977404,0.714285714,0.285714286
0.188578766,0.890026028,5,0.81726679,87,8,0,1,19,197.6541822,0.947349651,0.9,0
0.186975284,1.250723771,3,0.616967879,94,3,1,3,19,331.4502375,0.889925639,0.958333333,0.530612245
0.168945524,0.946584131,5,0.64194082,99,6,0,0,14,269.2434052,0.954537041,1,0.2
0.148886452,0.833015294,3,0.615310637,98,2,0,1,10,169.9230841,0.981369015,0.888888889,0.272727273
0.139272018,0.967234566,4,0.806597582,88,3,1,1,13,348.2206916,0.969399886,0.90625,0.147058824
0.187036728,0.873701629,6,0.658370037,98,9,1,0,12,384.7307599,0.845709251,0.98,0.234375
0.175094256,0.918546831,6,0.618846726,83,2,0,1,19,322.1710366,0.963690404,0.847826087,0.486842105
0.154041024,0.835711655,6,0.603530684,96,7,1,2,17,325.9318231,0.844537871,0.923076923,0.217391304
0.172631103,1.014963109,3,0.612682773,92,5,1,0,14,250.9142068,0.905336435,0.944444444,0.128205128
0.120730339,0.924110645,7,0.941440059,99,9,0,3,14,478.3756984,0.945739121,0.888888889,0
0.135893047,1.104560496,2,0.815635163,86,6,1,0,16,205.290686,0.955501276,0.846153846,0
0.118146389,1.139077314,7,0.609801548,92,2,0,3,17,575.1255837,0.970606048,1,0.608695652
0.149611804,0.878190204,2,0.888386591,92,3,0,1,19,93.35277587,0.970821972,0.727272727,0
0.180444991,0.851237642,4,0.791589664,98,6,1,0,12,290.5180993,0.893138638,0.954545455,0.31147541
0.12200097,1.114404113,3,0.693204313,82,9,1,3,19,296.0350731,0.907103122,0.819672131,0.166666667
0.17799855,1.179863621,4,0.904864071,86,6,0,3,16,360.9853843,0.878389494,0.894736842,0.227272727
0.182540355,0.924604498,3,0.717194391,98,5,0,2,18,131.0140686,0.824018532,0.875,0.533333333
0.144776347,0.827155862,2,0.930520946,89,3,1,4,14,175.1558457,0.932723137,0.970588235,0.214285714
0.186148457,1.064952253,6,0.777771757,91,1,1,3,14,601.7482485,0.948737622,0.911111111,0.18
0.100888871,0.962411291,3,0.701307664,87,6,1,3,16,257.2694525,0.937220732,0.944444444,0.215384615
0.125694607,1.055373847,7,0.611090036,92,5,0,2,17,602.0128435,0.880337815,0.857142857,0.647058824
0.135430062,1.149186754,5,0.808751557,84,8,1,2,13,689.4589939,0.871994203,0.942857143,0.23255814
0.101519759,1.026689033,7,0.859184106,95,2,1,0,18,762.0517559,0.986932368,0.935483871,0.147058824
0.191457354,0.910219629,6,0.91282811,96,7,0,2,13,341.6634901,0.928440566,0.875,0
0.178673366,1.248465326,7,0.874246576,90,8,1,4,13,791.9059398,0.851582236,0.961538462,0.390243902
0.12999595,0.820186525,5,0.719491408,99,4,0,3,14,219.1381276,0.932791307,0.842105263,0.304347826
0.141532406,1.040912716,3,0.80024298,92,9,0,3,13,137.5014301,0.97123429,0.714285714,0
0.130430178,0.865251751,3,0.865564902,84,5,0,3,14,167.6813801,0.967871998,0.611111111,0
0.137112116,0.902009563,5,0.674665572,95,5,0,0,16,239.8122249,0.974587674,0.4,0
0.124417003,1.105028548,3,0.661096034,89,8,1,1,12,239.3778182,0.939865589,0.766666667,0.132075472
0.180303004,1.025308849,2,0.648829609,93,2,0,3,13,91.5367234,0.978101211,1,0.125
0.109920174,1.147236203,5,0.870131098,91,9,0,2,12,303.7775202,0.873738797,1,0.666666667
0.179729383,1.136213287,6,0.743362871,87,4,1,3,12,726.361903,0.948072117,0.880952381,0.195652174
0.108626524,0.96916312,4,0.617354133,91,6,1,4,17,312.5050626,0.932089814,0.893617021,0.263157895
0.127767693,1.158581952,3,0.670878299,91,3,0,2,14,143.1689968,0.927079521,0.923076923,0.294117647
0.121800874,0.972698485,7,0.736888028,97,4,1,4,19,539.8533773,0.938333108,0.949367089,0.423076923
0.129039109,1.102806952,5,0.684239295,82,8,1,4,15,598.3072722,0.919914902,0.939393939,0.425925926
0.154752123,1.109035641,5,0.661957503,91,1,1,3,13,590.735643,0.957858029,0.947368421,0.162790698
0.143556221,1.015410512,3,0.854851034,87,9,0,0,10,138.8338017,0.934242324,0.894736842,0
0.166654059,0.954914817,4,0.948704765,94,3,0,0,18,220.6362862,0.975074668,0.692307692,0
0.114988266,0.855200528,7,0.804627427,99,1,1,3,19,498.6707624,0.96820017,0.877192982,0.122807018
0.134976781,0.93639771,3,0.639739285,90,9,1,2,10,242.5624695,0.858541991,1,0.5
0.122035873,0.942147548,2,0.718981611,82,4,0,3,14,141.8004326,0.979273849,0.62962963,0
0.183703208,0.857833632,4,0.655113872,86,6,1,2,10,228.1313288,0.92147246,0.934782609,0.156862745
0.174159915,1.244440242,2,0.609244249,80,2,0,4,19,139.1786515,0.979780197,0.789473684,0
0.119796428,1.237884933,7,0.734350752,89,5,1,0,19,929.484479,0.893669942,0.919354839,0.161764706
0.190476496,0.900062611,5,0.90281493,84,7,0,4,19,232.132622,0.909722479,1,0
0.142571236,1.186121668,7,0.735768904,89,9,0,4,11,452.5770202,0.914933877,0.928571429,0.235294118
0.125544742,0.856257341,2,0.784896718,84,2,1,3,17,178.3202837,0.988955706,0.791666667,0
0.137081261,1.072144403,6,0.878185708,84,5,1,2,12,507.8878976,0.891340178,0.955555556,0.317460317
0.111212614,0.899761319,3,0.813272664,83,9,1,4,17,192.0507117,0.909024611,0.893333333,0.082191781
0.112224361,1.248109442,4,0.686092218,91,3,1,2,12,419.8864589,0.978196428,0.758064516,0
0.184286787,1.031269204,2,0.898858127,94,9,1,4,15,148.760223,0.919443434,0.803030303,0
0.168999592,1.017233362,2,0.843197679,83,8,0,2,14,139.5053807,0.876505945,0.923076923,0.333333333
0.129513253,0.866826557,7,0.699013937,82,3,1,0,12,513.7187858,0.959020381,0.933333333,0.176470588
0.104896319,1.254572969,7,0.699364254,90,3,0,4,15,699.916639,0.908166512,1,0.4375
0.114153116,0.822138533,4,0.768248361,92,4,1,2,18,290.9549,0.934109491,0.964285714,0.372093023
0.1802222,1.211741757,7,0.719365277,91,5,0,0,10,674.2538465,0.86301322,0.875,0.176470588
0.152424694,0.868032867,4,0.767278402,98,3,1,1,17,264.4676253,0.962818434,0.537037037,0
0.121696708,0.984050158,6,0.781564562,82,5,1,4,14,518.3336331,0.894723098,0.971428571,0.403508772
0.145561149,0.860948253,2,0.825824239,87,9,1,0,11,152.2150971,0.84460806,0.916666667,0.343283582
0.115348539,0.944506952,2,0.745352427,84,3,1,4,15,154.3384577,0.978388742,0.818181818,0
0.156525763,1.033531926,2,0.696366012,98,7,1,3,11,186.3728474,0.920505942,0.847826087,0.113636364
0.11776159,0.988161959,5,0.83019348,84,6,1,2,14,442.4427977,0.944692671,0.71875,0.148148148
0.101050826,1.024081243,7,0.734133095,90,6,0,4,11,489.6510804,0.94773227,1,0
0.136985591,1.009100914,3,0.869624867,94,9,1,2,19,271.5919999,0.877538921,0.918918919,0.19047619
0.168411032,1.039492608,5,0.856635299,84,6,0,3,10,257.8500091,0.914742868,0.944444444,0.055555556
0.147940623,1.103480869,6,0.803545393,83,8,1,2,11,611.4789588,0.894291302,0.95,0.313253012
0.179751243,1.121156997,7,0.872689883,81,2,0,4,19,580.6677912,0.975179562,0.916666667,0.083333333
0.114955251,1.230907727,7,0.783961088,83,6,1,2,17,1243.968903,0.933434092,0.916666667,0.3125
0.102292524,0.912246418,5,0.897409037,98,1,1,0,14,374.4790633,0.98436752,0.709090909,0
0.159411054,0.896156203,5,0.803033102,85,3,1,2,13,462.2765989,0.914816945,0.971428571,0.5
0.168834634,1.200249119,3,0.631455468,82,9,0,1,14,195.9625043,0.955626926,0.692307692,0
0.100292283,1.144525883,4,0.773863607,91,8,1,0,18,473.9876886,0.938463778,0.974358974,0.095238095
0.180482963,1.026018934,2,0.796105342,84,2,1,0,10,154.0392546,0.957857994,0.924242424,0.175675676
0.181946774,1.140754615,6,0.621824771,91,4,0,4,16,473.9601561,0.973711477,0.8,0
0.143747961,1.026451828,6,0.635532566,82,2,1,1,10,598.339012,0.972467057,0.934782609,0.586538462
0.151726135,1.093671095,4,0.85531473,95,6,1,2,10,377.7458856,0.964387746,0.583333333,0
0.185579352,1.094166018,2,0.690570289,92,3,0,1,13,121.6849555,0.930565066,0.636363636,0
0.162101596,0.963313596,5,0.910668206,80,1,1,3,19,571.7670368,0.915893609,1,0.590909091
0.183470418,0.991354127,5,0.769211438,96,6,1,0,12,596.1740234,0.941070466,0.612903226,0
0.12330963,1.064619806,5,0.77258646,96,2,0,3,12,257.248785,0.965078115,0.888888889,0.428571429
0.199675469,1.23280687,7,0.820188417,82,6,1,1,17,1060.983473,0.915994568,0.86,0.317460317
0.122991337,0.823494198,5,0.65555442,85,9,1,2,15,449.9582375,0.85358578,0.965517241,0.517241379
0.108252715,1.096059434,7,0.842912907,97,3,1,4,19,817.7658929,0.915008586,0.979166667,0.426829268
0.15414799,1.090073102,5,0.873150218,80,2,0,3,18,364.2912144,0.962309256,1,0.470588235
0.10355889,0.987420515,5,0.823058443,86,6,1,3,10,405.1953484,0.937435603,0.933333333,0.450980392
0.116326615,0.985852724,5,0.81049131,96,1,0,4,19,219.3160722,0.977311247,0.8,0
0.164857925,0.821067134,6,0.848473982,90,8,1,0,17,422.352116,0.908041352,0.972972973,0.217391304
0.153744733,0.851729264,5,0.62457501,84,4,0,4,14,232.4618247,0.929621603,0.923076923,0.454545455
0.198954378,0.918830995,2,0.890873988,86,3,0,2,17,128.7765806,0.929482854,0.842105263,0
0.109467153,0.947879246,7,0.713927462,90,7,1,0,15,696.7989978,0.861343135,0.971428571,0.534246575
0.179996508,0.925695704,4,0.856723338,91,3,1,0,12,361.9416442,0.921108167,0.96875,0.279069767
0.136287092,0.883782313,7,0.705005046,81,1,1,2,11,502.0013007,0.946242908,0.891304348,0.349206349
0.112766067,1.210775779,6,0.853098769,86,2,0,3,12,512.3724182,0.98159284,1,0.461538462
0.117339359,1.215490465,5,0.612082185,82,9,0,1,12,341.7405313,0.897862135,0.857142857,0
0.152922282,1.243941894,4,0.824330878,97,3,1,0,16,566.2292798,0.905759813,1,0.290322581
0.135502772,1.060592715,2,0.84047842,81,6,0,3,14,163.4892453,0.963700638,0.875,0.5625
0.135377493,0.943337677,7,0.853473525,85,5,1,2,13,528.6042951,0.932914122,0.902439024,0.26
0.171604747,1.240062561,3,0.798089287,88,3,1,3,17,299.2186338,0.957968846,0.736842105,0
0.115219147,1.113765881,2,0.607483549,81,8,1,2,12,172.222445,0.886991361,0.929577465,0.359223301
0.126719803,1.185784972,3,0.915956497,98,7,1,2,12,349.8673582,0.907951247,0.931818182,0.211538462
0.146548757,1.252485894,5,0.94910607,82,4,1,1,19,718.9031642,0.944007875,0.941176471,0.549295775
0.194466489,0.897637891,3,0.820555267,84,6,1,4,10,221.0496794,0.921252612,0.849056604,0.237288136
0.13163379,1.148466571,5,0.814405439,97,5,1,2,12,520.8831409,0.932168547,0.934782609,0.283333333
0.108733183,1.138333213,2,0.663509321,84,2,0,1,19,110.2275703,0.969803186,0.857142857,0.333333333
0.102187724,1.007745773,4,0.737861804,82,2,1,3,18,369.1423107,0.975676099,0.954545455,0.481481481
0.149584026,1.12040825,7,0.79352036,92,2,0,3,13,817.9573884,0.988879176,0.857142857,0.142857143
0.108724883,0.837618865,4,0.645630302,97,2,1,4,14,274.7695022,0.976066018,0.923076923,0.375
0.136816816,1.003099632,5,0.863673557,89,4,0,3,13,264.37566,0.949584593,0.888888889,0.555555556
0.161985215,0.928670116,2,0.659185508,85,2,0,0,15,138.6232256,0.970878639,0.857142857,0.181818182
0.173784464,1.211773457,4,0.75538016,86,5,0,0,13,203.2694679,0.918979453,0.875,0
0.11528521,0.933143229,4,0.605896338,82,8,1,1,15,376.1576349,0.930575391,0.886363636,0.113636364
0.152126938,0.853145916,6,0.735404382,93,7,0,2,13,358.5936186,0.800417293,0.875,0.666666667
0.169178686,0.863224291,7,0.730842332,91,7,0,0,16,339.8038091,0.925515844,0.909090909,0
0.157946582,0.970743171,3,0.673905682,91,8,0,2,15,188.3940231,0.869890836,0.9,0.526315789
0.152047804,0.948512079,5,0.740232998,87,9,0,0,11,197.5522966,0.949726243,0.818181818,0
0.118765413,1.014743722,7,0.668583365,82,9,1,0,17,623.7524232,0.897815029,0.980769231,0.13559322
0.131957198,1.141306369,7,0.811640859,81,8,1,1,14,846.2945892,0.912876731,0.916666667,0.52173913
0.149066576,1.239822682,7,0.870886664,97,8,1,2,10,1131.804314,0.919808713,0.928571429,0.327586207
0.171837596,0.993390341,2,0.853910561,82,5,1,3,13,162.0210315,0.896057245,0.957446809,0.375
0.12508876,1.227083024,6,0.802312287,87,8,1,0,19,749.8260404,0.967112167,0.517857143,0
0.186557976,1.04931666,4,0.744801778,97,9,0,1,15,269.8608864,0.79370028,0.868421053,0.282608696
0.181549092,0.96967755,7,0.651490607,91,5,1,4,19,682.754505,0.886891017,0.914285714,0.304347826
0.136032022,1.170785291,5,0.906704351,90,4,0,3,16,391.1160891,0.958842003,1,0
0.165590884,0.890070346,3,0.852439413,80,2,0,1,16,172.7372302,0.988524504,0.857142857,0.4
0.110792595,1.061328594,5,0.801894366,80,7,0,4,19,277.7539917,0.928365396,1,0.2
0.161713514,0.873058123,2,0.684295069,94,5,1,1,11,145.6099578,0.953672361,0.753846154,0
0.162286106,1.24264634,2,0.867626282,95,7,0,0,14,141.136676,0.932225904,0.526315789,0
0.152611672,0.85763309,2,0.815620803,83,5,1,0,18,179.4692214,0.885412846,0.944444444,0.32
0.15323456,1.013787934,3,0.89540399,99,7,0,4,10,184.6986065,0.884647385,0.888888889,0.428571429
0.175980849,1.146585812,7,0.754096281,80,2,0,1,19,411.626024,0.974109145,0.888888889,0.428571429
